SampleDate,N1_Concentration_Merged,N2_Concentration_Merged,N/PMMoV,PV_Concentration_Merged,City,positives,Testing,NormalizedConc_crude,NormalizedConc,positives_crude,NormalizedConc_wo,NormalizedConc_wo_int,Type,N_gene,S_gene,BA.2,NormalizedBA.2,n_res_episodedate
2022-02-26,,,,,Woodland,4.0,1724.0,,0.0001743804541888889,4.0,,0.0001743804541888889,influent,,,,,
2022-02-27,,,,,Woodland,11.0,688.0,,0.0001973825170777778,11.0,,0.0001973825170777778,influent,,,,,
2022-02-28,270.7122612,270.7122612,0.0002203845799666667,1228362.988,Woodland,4.0,190.0,0.0002203845799666667,0.0002203845799666667,4.0,0.0002203845799666667,0.0002203845799666667,influent,,,,,
2022-03-01,197.5739861,239.9565506,0.0001357276821333333,1611795.508,Woodland,4.0,1548.0,0.0001357276821333333,0.0001357276821333333,4.0,0.0001357276821333333,0.0001357276821333333,influent,,,,,
2022-03-02,182.2663307,162.4396515,3.244377e-05,5312360.156,Woodland,8.0,1121.0,3.244377e-05,3.244377e-05,8.0,3.244377e-05,3.244377e-05,influent,,,,,
2022-03-03,120.3072262,141.0638046,3.30499623e-05,3954180.469,Woodland,8.0,1631.0,3.30499623e-05,3.30499623e-05,8.0,3.30499623e-05,3.30499623e-05,influent,,,,,
2022-03-04,78.0200243,78.0200243,5.805906323333333e-05,1343804.395,Woodland,6.0,1298.0,5.805906323333333e-05,5.805906323333333e-05,6.0,5.805906323333333e-05,5.805906323333333e-05,influent,,,,,
2022-03-05,,,,,Woodland,6.0,1094.0,,7.326538033333333e-05,6.0,,7.326538033333333e-05,influent,,,,,
2022-03-06,,,,,Woodland,2.0,321.0,,8.847169743333334e-05,2.0,,8.847169743333334e-05,influent,,,,,
2022-03-07,58.80286694,67.20594406,0.00010367801453333334,607693.0176,Woodland,4.0,466.0,0.00010367801453333334,0.00010367801453333334,4.0,0.00010367801453333334,0.00010367801453333334,influent,,,,,
2022-03-08,40.73854923,36.66395187,2.1055757100000003e-05,1838036.523,Woodland,7.0,1153.0,2.1055757100000003e-05,2.1055757100000003e-05,7.0,2.1055757100000003e-05,2.1055757100000003e-05,influent,,,,,
