date,cases,total_tests,County
2021-12-22,155.0,1956.0,Stanislaus
2021-12-23,141.0,1641.0,Stanislaus
2021-12-24,129.0,775.0,Stanislaus
2021-12-25,112.0,559.0,Stanislaus
2021-12-26,213.0,1405.0,Stanislaus
2021-12-27,372.0,2801.0,Stanislaus
2021-12-28,449.0,3314.0,Stanislaus
2021-12-29,480.0,3155.0,Stanislaus
2021-12-30,482.0,3099.0,Stanislaus
2021-12-31,314.0,1447.0,Stanislaus
2022-01-01,328.0,752.0,Stanislaus
2022-01-02,407.0,1824.0,Stanislaus
2022-01-03,854.0,4390.0,Stanislaus
2022-01-04,991.0,5286.0,Stanislaus
2022-01-05,1061.0,4841.0,Stanislaus
2022-01-06,985.0,4244.0,Stanislaus
2022-01-07,1150.0,4722.0,Stanislaus
2022-01-08,528.0,1760.0,Stanislaus
2022-01-09,640.0,2205.0,Stanislaus
2022-01-10,1369.0,6215.0,Stanislaus
2022-01-11,1335.0,5962.0,Stanislaus
2022-01-12,1367.0,5257.0,Stanislaus
2022-01-13,1232.0,5057.0,Stanislaus
2022-01-14,1117.0,4355.0,Stanislaus
2022-01-15,606.0,1855.0,Stanislaus
2022-01-16,582.0,1989.0,Stanislaus
2022-01-17,1064.0,4449.0,Stanislaus
2022-01-18,1312.0,6028.0,Stanislaus
2022-01-19,1217.0,5157.0,Stanislaus
2022-01-20,1051.0,4369.0,Stanislaus
2022-01-21,957.0,3892.0,Stanislaus
2022-01-22,503.0,1945.0,Stanislaus
2022-01-23,458.0,1765.0,Stanislaus
2022-01-24,859.0,5049.0,Stanislaus
2022-01-25,757.0,4376.0,Stanislaus
2022-01-26,671.0,3653.0,Stanislaus
2022-01-27,557.0,3512.0,Stanislaus
2022-01-28,527.0,3133.0,Stanislaus
2022-01-29,273.0,1334.0,Stanislaus
2022-01-30,249.0,1478.0,Stanislaus
2022-01-31,656.0,4814.0,Stanislaus
2022-02-01,527.0,3686.0,Stanislaus
2022-02-02,411.0,2994.0,Stanislaus
2022-02-03,396.0,3134.0,Stanislaus
2022-02-04,378.0,2606.0,Stanislaus
2022-02-05,181.0,959.0,Stanislaus
2022-02-06,203.0,1352.0,Stanislaus
2022-02-07,397.0,3994.0,Stanislaus
2022-02-08,258.0,3072.0,Stanislaus
2022-02-09,253.0,2487.0,Stanislaus
2022-02-10,249.0,2530.0,Stanislaus
2022-02-11,179.0,2117.0,Stanislaus
2022-02-12,102.0,839.0,Stanislaus
2022-02-13,125.0,994.0,Stanislaus
2022-02-14,196.0,3029.0,Stanislaus
2022-02-15,177.0,2429.0,Stanislaus
2022-02-16,141.0,2593.0,Stanislaus
2022-02-17,119.0,2024.0,Stanislaus
2022-02-18,103.0,1789.0,Stanislaus
2022-02-19,50.0,673.0,Stanislaus
2022-02-20,71.0,704.0,Stanislaus
2022-02-21,67.0,1535.0,Stanislaus
2022-02-22,112.0,3335.0,Stanislaus
2022-02-23,81.0,2261.0,Stanislaus
2022-02-24,77.0,1890.0,Stanislaus
2022-02-25,76.0,1669.0,Stanislaus
2022-02-26,28.0,521.0,Stanislaus
2022-02-27,38.0,891.0,Stanislaus
2022-02-28,67.0,2790.0,Stanislaus
2022-03-01,64.0,2132.0,Stanislaus
2022-03-02,52.0,1964.0,Stanislaus
2022-03-03,36.0,1513.0,Stanislaus
2022-03-04,33.0,1326.0,Stanislaus
2022-03-05,19.0,557.0,Stanislaus
2022-03-06,26.0,762.0,Stanislaus
2022-03-07,46.0,2577.0,Stanislaus
2022-03-08,39.0,1940.0,Stanislaus
2022-03-09,44.0,1719.0,Stanislaus
2022-03-10,37.0,1348.0,Stanislaus
2022-03-11,36.0,1410.0,Stanislaus
2022-03-12,14.0,450.0,Stanislaus
2022-03-13,14.0,719.0,Stanislaus
2022-03-14,34.0,1803.0,Stanislaus
2022-03-15,36.0,1710.0,Stanislaus
2022-03-16,18.0,1359.0,Stanislaus
2022-03-17,26.0,1356.0,Stanislaus
2022-03-18,14.0,1246.0,Stanislaus
2022-03-19,13.0,419.0,Stanislaus
2022-03-20,10.0,569.0,Stanislaus
2022-03-21,26.0,1766.0,Stanislaus
2022-03-22,33.0,1530.0,Stanislaus
2022-03-23,17.0,1555.0,Stanislaus
2022-03-24,17.0,1113.0,Stanislaus
2022-03-25,10.0,1050.0,Stanislaus
2022-03-26,14.0,442.0,Stanislaus
2022-03-27,7.0,576.0,Stanislaus
2022-03-28,20.0,1921.0,Stanislaus
2022-03-29,12.0,1799.0,Stanislaus
2022-03-30,19.0,1146.0,Stanislaus
2022-03-31,13.0,930.0,Stanislaus
2022-04-01,18.0,1038.0,Stanislaus
2022-04-02,12.0,401.0,Stanislaus
2022-04-03,9.0,550.0,Stanislaus
2022-04-04,31.0,2101.0,Stanislaus
2022-04-05,21.0,1636.0,Stanislaus
2022-04-06,14.0,1088.0,Stanislaus
2022-04-07,16.0,1088.0,Stanislaus
2022-04-08,22.0,936.0,Stanislaus
2022-04-09,15.0,467.0,Stanislaus
2022-04-10,13.0,568.0,Stanislaus
2022-04-11,23.0,1858.0,Stanislaus
2022-04-12,34.0,1689.0,Stanislaus
2022-04-13,20.0,1195.0,Stanislaus
2022-04-14,18.0,1140.0,Stanislaus
2022-04-15,20.0,953.0,Stanislaus
2022-04-16,20.0,454.0,Stanislaus
2022-04-17,20.0,375.0,Stanislaus
2022-04-18,30.0,1862.0,Stanislaus
2022-04-19,30.0,1612.0,Stanislaus
2022-04-20,26.0,1140.0,Stanislaus
2022-04-21,36.0,1092.0,Stanislaus
2022-04-22,39.0,951.0,Stanislaus
2022-04-23,22.0,409.0,Stanislaus
2022-04-24,36.0,647.0,Stanislaus
2022-04-25,51.0,2046.0,Stanislaus
2022-04-26,46.0,1765.0,Stanislaus
2022-04-27,36.0,1180.0,Stanislaus
2022-04-28,44.0,1115.0,Stanislaus
2022-04-29,39.0,1089.0,Stanislaus
2022-04-30,23.0,435.0,Stanislaus
2022-05-01,32.0,581.0,Stanislaus
2022-05-02,56.0,1922.0,Stanislaus
2022-05-03,73.0,1906.0,Stanislaus
2022-05-04,54.0,1266.0,Stanislaus
2022-05-05,62.0,1235.0,Stanislaus
2022-05-06,58.0,1243.0,Stanislaus
2022-05-07,57.0,484.0,Stanislaus
2022-05-08,47.0,698.0,Stanislaus
2022-05-09,108.0,2112.0,Stanislaus
2022-05-10,96.0,2023.0,Stanislaus
2022-05-11,94.0,1460.0,Stanislaus
2022-05-12,102.0,1346.0,Stanislaus
2022-05-13,101.0,1380.0,Stanislaus
2022-05-14,95.0,634.0,Stanislaus
2022-05-15,84.0,859.0,Stanislaus
2022-05-16,170.0,2244.0,Stanislaus
2022-05-17,146.0,2338.0,Stanislaus
2022-05-18,149.0,1443.0,Stanislaus
2022-05-19,109.0,1531.0,Stanislaus
2022-05-20,129.0,1445.0,Stanislaus
2022-05-21,82.0,595.0,Stanislaus
2022-05-22,79.0,812.0,Stanislaus
2022-05-23,174.0,2527.0,Stanislaus
2022-05-24,141.0,2185.0,Stanislaus
2022-05-25,140.0,1456.0,Stanislaus
2022-05-26,140.0,1481.0,Stanislaus
2022-05-27,106.0,1259.0,Stanislaus
2022-05-28,84.0,688.0,Stanislaus
2022-05-29,99.0,770.0,Stanislaus
2022-05-30,99.0,748.0,Stanislaus
2022-05-31,192.0,2565.0,Stanislaus
2022-06-01,207.0,1642.0,Stanislaus
2022-06-02,191.0,1651.0,Stanislaus
2022-06-03,160.0,1501.0,Stanislaus
2022-06-04,109.0,646.0,Stanislaus
2022-06-05,139.0,876.0,Stanislaus
2022-06-06,200.0,2034.0,Stanislaus
2022-06-07,187.0,1696.0,Stanislaus
2022-06-08,173.0,1412.0,Stanislaus
2022-06-09,184.0,1563.0,Stanislaus
2022-06-10,168.0,1392.0,Stanislaus
2022-06-11,120.0,642.0,Stanislaus
2022-06-12,103.0,818.0,Stanislaus
2022-06-13,199.0,1912.0,Stanislaus
2022-06-14,171.0,1722.0,Stanislaus
2022-06-15,179.0,1324.0,Stanislaus
2022-06-16,143.0,1457.0,Stanislaus
2022-06-17,160.0,1137.0,Stanislaus
2022-06-18,97.0,544.0,Stanislaus
2022-06-19,108.0,777.0,Stanislaus
2022-06-20,186.0,1843.0,Stanislaus
2022-06-21,186.0,1544.0,Stanislaus
2022-06-22,194.0,1294.0,Stanislaus
2022-06-23,196.0,1568.0,Stanislaus
2022-06-24,181.0,1158.0,Stanislaus
2022-06-25,125.0,584.0,Stanislaus
2022-06-26,130.0,772.0,Stanislaus
2022-06-27,201.0,1633.0,Stanislaus
2022-06-28,228.0,1616.0,Stanislaus
2022-06-29,202.0,1261.0,Stanislaus
2022-06-30,176.0,1241.0,Stanislaus
2022-07-01,194.0,1123.0,Stanislaus
2022-07-02,130.0,509.0,Stanislaus
2022-07-03,119.0,541.0,Stanislaus
2022-07-04,117.0,675.0,Stanislaus
2022-07-05,290.0,1865.0,Stanislaus
2022-07-06,242.0,1443.0,Stanislaus
2022-07-07,223.0,1508.0,Stanislaus
2022-07-08,200.0,1232.0,Stanislaus
2022-07-09,138.0,575.0,Stanislaus
2022-07-10,164.0,651.0,Stanislaus
2022-07-11,240.0,1386.0,Stanislaus
2022-07-12,225.0,1754.0,Stanislaus
2022-07-13,246.0,1323.0,Stanislaus
2022-07-14,201.0,1225.0,Stanislaus
2022-07-15,203.0,1168.0,Stanislaus
2022-07-16,122.0,553.0,Stanislaus
2022-07-17,131.0,651.0,Stanislaus
2022-07-18,267.0,1675.0,Stanislaus
2022-07-19,222.0,1613.0,Stanislaus
2022-07-20,242.0,1250.0,Stanislaus
2022-07-21,164.0,1232.0,Stanislaus
2022-07-22,192.0,1081.0,Stanislaus
2022-07-23,129.0,528.0,Stanislaus
2022-07-24,130.0,627.0,Stanislaus
2022-07-25,292.0,1756.0,Stanislaus
2022-07-26,196.0,1508.0,Stanislaus
2022-07-27,212.0,1365.0,Stanislaus
2022-07-28,200.0,1103.0,Stanislaus
2022-07-29,151.0,991.0,Stanislaus
2022-07-30,96.0,429.0,Stanislaus
2022-07-31,127.0,570.0,Stanislaus
2022-08-01,226.0,1694.0,Stanislaus
2022-08-02,156.0,1225.0,Stanislaus
2022-08-03,139.0,1089.0,Stanislaus
2022-08-04,125.0,1122.0,Stanislaus
2022-08-05,135.0,875.0,Stanislaus
2022-08-06,73.0,363.0,Stanislaus
2022-08-07,35.0,192.0,Stanislaus
2022-08-08,0.0,0.0,Stanislaus
2020-02-01,0.0,0.0,Yolo
2020-02-02,0.0,0.0,Yolo
2020-02-03,0.0,0.0,Yolo
2020-02-04,0.0,0.0,Yolo
2020-02-05,0.0,0.0,Yolo
2020-02-06,0.0,0.0,Yolo
2020-02-07,0.0,0.0,Yolo
2020-02-08,0.0,0.0,Yolo
2020-02-09,0.0,0.0,Yolo
2020-02-10,0.0,0.0,Yolo
2020-02-11,0.0,0.0,Yolo
2020-02-12,0.0,0.0,Yolo
2020-02-13,0.0,0.0,Yolo
2020-02-14,0.0,0.0,Yolo
2020-02-15,0.0,0.0,Yolo
2020-02-16,0.0,0.0,Yolo
2020-02-17,0.0,0.0,Yolo
2020-02-18,0.0,0.0,Yolo
2020-02-19,0.0,0.0,Yolo
2020-02-20,0.0,0.0,Yolo
2020-02-21,0.0,0.0,Yolo
2020-02-22,0.0,0.0,Yolo
2020-02-23,1.0,0.0,Yolo
2020-02-24,0.0,1.0,Yolo
2020-02-25,0.0,0.0,Yolo
2020-02-26,0.0,0.0,Yolo
2020-02-27,0.0,0.0,Yolo
2020-02-28,0.0,0.0,Yolo
2020-02-29,0.0,0.0,Yolo
2020-03-01,0.0,0.0,Yolo
2020-03-02,0.0,5.0,Yolo
2020-03-03,0.0,2.0,Yolo
2020-03-04,1.0,2.0,Yolo
2020-03-05,0.0,0.0,Yolo
2020-03-06,0.0,2.0,Yolo
2020-03-07,0.0,2.0,Yolo
2020-03-08,0.0,0.0,Yolo
2020-03-09,3.0,10.0,Yolo
2020-03-10,1.0,4.0,Yolo
2020-03-11,3.0,10.0,Yolo
2020-03-12,4.0,17.0,Yolo
2020-03-13,1.0,24.0,Yolo
2020-03-14,1.0,8.0,Yolo
2020-03-15,0.0,4.0,Yolo
2020-03-16,4.0,42.0,Yolo
2020-03-17,2.0,38.0,Yolo
2020-03-18,4.0,28.0,Yolo
2020-03-19,3.0,48.0,Yolo
2020-03-20,4.0,42.0,Yolo
2020-03-21,2.0,19.0,Yolo
2020-03-22,0.0,11.0,Yolo
2020-03-23,6.0,27.0,Yolo
2020-03-24,1.0,27.0,Yolo
2020-03-25,4.0,42.0,Yolo
2020-03-26,2.0,49.0,Yolo
2020-03-27,4.0,54.0,Yolo
2020-03-28,1.0,32.0,Yolo
2020-03-29,1.0,23.0,Yolo
2020-03-30,5.0,52.0,Yolo
2020-03-31,3.0,62.0,Yolo
2020-04-01,7.0,69.0,Yolo
2020-04-02,5.0,89.0,Yolo
2020-04-03,2.0,68.0,Yolo
2020-04-04,1.0,38.0,Yolo
2020-04-05,2.0,41.0,Yolo
2020-04-06,19.0,80.0,Yolo
2020-04-07,4.0,68.0,Yolo
2020-04-08,7.0,84.0,Yolo
2020-04-09,17.0,121.0,Yolo
2020-04-10,9.0,73.0,Yolo
2020-04-11,2.0,24.0,Yolo
2020-04-12,3.0,17.0,Yolo
2020-04-13,14.0,136.0,Yolo
2020-04-14,6.0,68.0,Yolo
2020-04-15,3.0,99.0,Yolo
2020-04-16,7.0,151.0,Yolo
2020-04-17,2.0,76.0,Yolo
2020-04-18,1.0,32.0,Yolo
2020-04-19,2.0,27.0,Yolo
2020-04-20,0.0,89.0,Yolo
2020-04-21,1.0,83.0,Yolo
2020-04-22,2.0,83.0,Yolo
2020-04-23,1.0,112.0,Yolo
2020-04-24,3.0,71.0,Yolo
2020-04-25,1.0,35.0,Yolo
2020-04-26,0.0,50.0,Yolo
2020-04-27,1.0,104.0,Yolo
2020-04-28,3.0,169.0,Yolo
2020-04-29,0.0,105.0,Yolo
2020-04-30,3.0,115.0,Yolo
2020-05-01,1.0,124.0,Yolo
2020-05-02,0.0,59.0,Yolo
2020-05-03,0.0,54.0,Yolo
2020-05-04,1.0,143.0,Yolo
2020-05-05,1.0,230.0,Yolo
2020-05-06,2.0,231.0,Yolo
2020-05-07,1.0,189.0,Yolo
2020-05-08,1.0,221.0,Yolo
2020-05-09,1.0,133.0,Yolo
2020-05-10,0.0,65.0,Yolo
2020-05-11,0.0,143.0,Yolo
2020-05-12,0.0,245.0,Yolo
2020-05-13,1.0,256.0,Yolo
2020-05-14,2.0,173.0,Yolo
2020-05-15,0.0,170.0,Yolo
2020-05-16,1.0,88.0,Yolo
2020-05-17,1.0,50.0,Yolo
2020-05-18,2.0,210.0,Yolo
2020-05-19,5.0,341.0,Yolo
2020-05-20,2.0,257.0,Yolo
2020-05-21,3.0,254.0,Yolo
2020-05-22,3.0,202.0,Yolo
2020-05-23,2.0,124.0,Yolo
2020-05-24,1.0,60.0,Yolo
2020-05-25,2.0,63.0,Yolo
2020-05-26,2.0,242.0,Yolo
2020-05-27,6.0,246.0,Yolo
2020-05-28,1.0,250.0,Yolo
2020-05-29,3.0,379.0,Yolo
2020-05-30,4.0,147.0,Yolo
2020-05-31,4.0,80.0,Yolo
2020-06-01,6.0,229.0,Yolo
2020-06-02,3.0,217.0,Yolo
2020-06-03,2.0,214.0,Yolo
2020-06-04,4.0,232.0,Yolo
2020-06-05,5.0,281.0,Yolo
2020-06-06,1.0,166.0,Yolo
2020-06-07,2.0,106.0,Yolo
2020-06-08,10.0,227.0,Yolo
2020-06-09,11.0,421.0,Yolo
2020-06-10,11.0,281.0,Yolo
2020-06-11,8.0,270.0,Yolo
2020-06-12,8.0,700.0,Yolo
2020-06-13,12.0,172.0,Yolo
2020-06-14,20.0,125.0,Yolo
2020-06-15,16.0,328.0,Yolo
2020-06-16,20.0,414.0,Yolo
2020-06-17,23.0,581.0,Yolo
2020-06-18,20.0,428.0,Yolo
2020-06-19,33.0,539.0,Yolo
2020-06-20,19.0,223.0,Yolo
2020-06-21,16.0,113.0,Yolo
2020-06-22,32.0,387.0,Yolo
2020-06-23,26.0,585.0,Yolo
2020-06-24,26.0,465.0,Yolo
2020-06-25,35.0,689.0,Yolo
2020-06-26,29.0,702.0,Yolo
2020-06-27,23.0,319.0,Yolo
2020-06-28,24.0,297.0,Yolo
2020-06-29,35.0,440.0,Yolo
2020-06-30,33.0,549.0,Yolo
2020-07-01,38.0,509.0,Yolo
2020-07-02,51.0,1058.0,Yolo
2020-07-03,32.0,517.0,Yolo
2020-07-04,34.0,119.0,Yolo
2020-07-05,25.0,161.0,Yolo
2020-07-06,40.0,891.0,Yolo
2020-07-07,56.0,818.0,Yolo
2020-07-08,68.0,967.0,Yolo
2020-07-09,44.0,762.0,Yolo
2020-07-10,48.0,703.0,Yolo
2020-07-11,24.0,298.0,Yolo
2020-07-12,29.0,495.0,Yolo
2020-07-13,41.0,637.0,Yolo
2020-07-14,46.0,930.0,Yolo
2020-07-15,48.0,576.0,Yolo
2020-07-16,33.0,673.0,Yolo
2020-07-17,42.0,610.0,Yolo
2020-07-18,24.0,209.0,Yolo
2020-07-19,28.0,185.0,Yolo
2020-07-20,40.0,445.0,Yolo
2020-07-21,40.0,535.0,Yolo
2020-07-22,54.0,811.0,Yolo
2020-07-23,43.0,906.0,Yolo
2020-07-24,19.0,739.0,Yolo
2020-07-25,14.0,179.0,Yolo
2020-07-26,15.0,141.0,Yolo
2020-07-27,31.0,488.0,Yolo
2020-07-28,45.0,742.0,Yolo
2020-07-29,28.0,584.0,Yolo
2020-07-30,26.0,976.0,Yolo
2020-07-31,20.0,469.0,Yolo
2020-08-01,26.0,195.0,Yolo
2020-08-02,10.0,131.0,Yolo
2020-08-03,25.0,539.0,Yolo
2020-08-04,35.0,657.0,Yolo
2020-08-05,26.0,601.0,Yolo
2020-08-06,28.0,817.0,Yolo
2020-08-07,24.0,442.0,Yolo
2020-08-08,27.0,197.0,Yolo
2020-08-09,13.0,111.0,Yolo
2020-08-10,31.0,352.0,Yolo
2020-08-11,23.0,459.0,Yolo
2020-08-12,22.0,533.0,Yolo
2020-08-13,24.0,600.0,Yolo
2020-08-14,27.0,495.0,Yolo
2020-08-15,14.0,233.0,Yolo
2020-08-16,12.0,145.0,Yolo
2020-08-17,19.0,532.0,Yolo
2020-08-18,27.0,489.0,Yolo
2020-08-19,22.0,472.0,Yolo
2020-08-20,22.0,504.0,Yolo
2020-08-21,22.0,411.0,Yolo
2020-08-22,15.0,227.0,Yolo
2020-08-23,16.0,111.0,Yolo
2020-08-24,28.0,389.0,Yolo
2020-08-25,34.0,498.0,Yolo
2020-08-26,13.0,520.0,Yolo
2020-08-27,22.0,454.0,Yolo
2020-08-28,24.0,489.0,Yolo
2020-08-29,9.0,206.0,Yolo
2020-08-30,18.0,109.0,Yolo
2020-08-31,28.0,568.0,Yolo
2020-09-01,18.0,598.0,Yolo
2020-09-02,17.0,536.0,Yolo
2020-09-03,21.0,524.0,Yolo
2020-09-04,16.0,479.0,Yolo
2020-09-05,14.0,216.0,Yolo
2020-09-06,10.0,169.0,Yolo
2020-09-07,14.0,201.0,Yolo
2020-09-08,17.0,588.0,Yolo
2020-09-09,10.0,670.0,Yolo
2020-09-10,11.0,606.0,Yolo
2020-09-11,5.0,485.0,Yolo
2020-09-12,11.0,159.0,Yolo
2020-09-13,7.0,156.0,Yolo
2020-09-14,12.0,558.0,Yolo
2020-09-15,11.0,744.0,Yolo
2020-09-16,4.0,529.0,Yolo
2020-09-17,7.0,582.0,Yolo
2020-09-18,9.0,520.0,Yolo
2020-09-19,6.0,204.0,Yolo
2020-09-20,8.0,152.0,Yolo
2020-09-21,8.0,574.0,Yolo
2020-09-22,6.0,590.0,Yolo
2020-09-23,7.0,635.0,Yolo
2020-09-24,18.0,604.0,Yolo
2020-09-25,7.0,449.0,Yolo
2020-09-26,8.0,294.0,Yolo
2020-09-27,2.0,160.0,Yolo
2020-09-28,14.0,693.0,Yolo
2020-09-29,17.0,737.0,Yolo
2020-09-30,13.0,739.0,Yolo
2020-10-01,13.0,677.0,Yolo
2020-10-02,18.0,590.0,Yolo
2020-10-03,5.0,258.0,Yolo
2020-10-04,7.0,192.0,Yolo
2020-10-05,11.0,805.0,Yolo
2020-10-06,19.0,713.0,Yolo
2020-10-07,14.0,829.0,Yolo
2020-10-08,26.0,659.0,Yolo
2020-10-09,17.0,609.0,Yolo
2020-10-10,7.0,285.0,Yolo
2020-10-11,9.0,249.0,Yolo
2020-10-12,30.0,1132.0,Yolo
2020-10-13,15.0,757.0,Yolo
2020-10-14,8.0,663.0,Yolo
2020-10-15,18.0,733.0,Yolo
2020-10-16,20.0,678.0,Yolo
2020-10-17,9.0,231.0,Yolo
2020-10-18,15.0,349.0,Yolo
2020-10-19,39.0,1010.0,Yolo
2020-10-20,13.0,732.0,Yolo
2020-10-21,23.0,637.0,Yolo
2020-10-22,19.0,622.0,Yolo
2020-10-23,12.0,611.0,Yolo
2020-10-24,12.0,242.0,Yolo
2020-10-25,12.0,266.0,Yolo
2020-10-26,21.0,1042.0,Yolo
2020-10-27,19.0,726.0,Yolo
2020-10-28,13.0,559.0,Yolo
2020-10-29,24.0,603.0,Yolo
2020-10-30,29.0,507.0,Yolo
2020-10-31,17.0,292.0,Yolo
2020-11-01,35.0,298.0,Yolo
2020-11-02,48.0,1098.0,Yolo
2020-11-03,49.0,664.0,Yolo
2020-11-04,51.0,729.0,Yolo
2020-11-05,41.0,626.0,Yolo
2020-11-06,50.0,794.0,Yolo
2020-11-07,29.0,328.0,Yolo
2020-11-08,31.0,295.0,Yolo
2020-11-09,61.0,1229.0,Yolo
2020-11-10,61.0,869.0,Yolo
2020-11-11,61.0,642.0,Yolo
2020-11-12,51.0,723.0,Yolo
2020-11-13,44.0,864.0,Yolo
2020-11-14,51.0,424.0,Yolo
2020-11-15,43.0,387.0,Yolo
2020-11-16,103.0,1435.0,Yolo
2020-11-17,95.0,968.0,Yolo
2020-11-18,177.0,1086.0,Yolo
2020-11-19,74.0,852.0,Yolo
2020-11-20,94.0,1052.0,Yolo
2020-11-21,78.0,483.0,Yolo
2020-11-22,74.0,619.0,Yolo
2020-11-23,100.0,1649.0,Yolo
2020-11-24,81.0,790.0,Yolo
2020-11-25,84.0,947.0,Yolo
2020-11-26,36.0,170.0,Yolo
2020-11-27,87.0,619.0,Yolo
2020-11-28,50.0,438.0,Yolo
2020-11-29,74.0,489.0,Yolo
2020-11-30,138.0,1396.0,Yolo
2020-12-01,111.0,1143.0,Yolo
2020-12-02,140.0,1080.0,Yolo
2020-12-03,111.0,1028.0,Yolo
2020-12-04,138.0,1192.0,Yolo
2020-12-05,74.0,678.0,Yolo
2020-12-06,76.0,483.0,Yolo
2020-12-07,161.0,1737.0,Yolo
2020-12-08,162.0,1136.0,Yolo
2020-12-09,132.0,1085.0,Yolo
2020-12-10,125.0,971.0,Yolo
2020-12-11,121.0,733.0,Yolo
2020-12-12,106.0,490.0,Yolo
2020-12-13,82.0,474.0,Yolo
2020-12-14,183.0,1474.0,Yolo
2020-12-15,161.0,1252.0,Yolo
2020-12-16,122.0,959.0,Yolo
2020-12-17,128.0,1326.0,Yolo
2020-12-18,125.0,749.0,Yolo
2020-12-19,68.0,490.0,Yolo
2020-12-20,69.0,914.0,Yolo
2020-12-21,152.0,1562.0,Yolo
2020-12-22,145.0,1066.0,Yolo
2020-12-23,114.0,1030.0,Yolo
2020-12-24,78.0,474.0,Yolo
2020-12-25,42.0,124.0,Yolo
2020-12-26,96.0,1278.0,Yolo
2020-12-27,103.0,441.0,Yolo
2020-12-28,189.0,1555.0,Yolo
2020-12-29,154.0,1081.0,Yolo
2020-12-30,129.0,1120.0,Yolo
2020-12-31,108.0,816.0,Yolo
2021-01-01,87.0,268.0,Yolo
2021-01-02,111.0,2045.0,Yolo
2021-01-03,99.0,1672.0,Yolo
2021-01-04,157.0,3169.0,Yolo
2021-01-05,195.0,2973.0,Yolo
2021-01-06,175.0,2568.0,Yolo
2021-01-07,165.0,1693.0,Yolo
2021-01-08,140.0,996.0,Yolo
2021-01-09,88.0,1304.0,Yolo
2021-01-10,73.0,1289.0,Yolo
2021-01-11,153.0,3311.0,Yolo
2021-01-12,208.0,3122.0,Yolo
2021-01-13,136.0,2829.0,Yolo
2021-01-14,100.0,1996.0,Yolo
2021-01-15,108.0,1958.0,Yolo
2021-01-16,56.0,1083.0,Yolo
2021-01-17,49.0,680.0,Yolo
2021-01-18,100.0,2130.0,Yolo
2021-01-19,129.0,2925.0,Yolo
2021-01-20,87.0,3032.0,Yolo
2021-01-21,68.0,2183.0,Yolo
2021-01-22,91.0,2019.0,Yolo
2021-01-23,34.0,1091.0,Yolo
2021-01-24,42.0,1226.0,Yolo
2021-01-25,84.0,2547.0,Yolo
2021-01-26,86.0,2528.0,Yolo
2021-01-27,45.0,2370.0,Yolo
2021-01-28,48.0,2062.0,Yolo
2021-01-29,43.0,1952.0,Yolo
2021-01-30,38.0,885.0,Yolo
2021-01-31,14.0,1166.0,Yolo
2021-02-01,61.0,2585.0,Yolo
2021-02-02,48.0,2416.0,Yolo
2021-02-03,45.0,2863.0,Yolo
2021-02-04,25.0,1961.0,Yolo
2021-02-05,34.0,2149.0,Yolo
2021-02-06,19.0,1020.0,Yolo
2021-02-07,23.0,1060.0,Yolo
2021-02-08,45.0,2874.0,Yolo
2021-02-09,32.0,2616.0,Yolo
2021-02-10,42.0,2768.0,Yolo
2021-02-11,24.0,2011.0,Yolo
2021-02-12,24.0,1907.0,Yolo
2021-02-13,21.0,926.0,Yolo
2021-02-14,13.0,846.0,Yolo
2021-02-15,29.0,1404.0,Yolo
2021-02-16,35.0,2758.0,Yolo
2021-02-17,29.0,2900.0,Yolo
2021-02-18,19.0,2000.0,Yolo
2021-02-19,26.0,2169.0,Yolo
2021-02-20,16.0,817.0,Yolo
2021-02-21,14.0,1016.0,Yolo
2021-02-22,31.0,2609.0,Yolo
2021-02-23,27.0,2243.0,Yolo
2021-02-24,29.0,2392.0,Yolo
2021-02-25,13.0,1864.0,Yolo
2021-02-26,17.0,1927.0,Yolo
2021-02-27,7.0,949.0,Yolo
2021-02-28,12.0,1078.0,Yolo
2021-03-01,23.0,3489.0,Yolo
2021-03-02,17.0,3645.0,Yolo
2021-03-03,16.0,3992.0,Yolo
2021-03-04,13.0,3167.0,Yolo
2021-03-05,20.0,3604.0,Yolo
2021-03-06,12.0,1373.0,Yolo
2021-03-07,6.0,1538.0,Yolo
2021-03-08,19.0,4050.0,Yolo
2021-03-09,23.0,3276.0,Yolo
2021-03-10,12.0,3695.0,Yolo
2021-03-11,24.0,3131.0,Yolo
2021-03-12,18.0,3155.0,Yolo
2021-03-13,10.0,1462.0,Yolo
2021-03-14,9.0,1403.0,Yolo
2021-03-15,23.0,3937.0,Yolo
2021-03-16,19.0,3266.0,Yolo
2021-03-17,15.0,3559.0,Yolo
2021-03-18,17.0,3077.0,Yolo
2021-03-19,13.0,3062.0,Yolo
2021-03-20,8.0,1518.0,Yolo
2021-03-21,4.0,1296.0,Yolo
2021-03-22,22.0,3715.0,Yolo
2021-03-23,12.0,2328.0,Yolo
2021-03-24,11.0,2957.0,Yolo
2021-03-25,12.0,2532.0,Yolo
2021-03-26,6.0,2157.0,Yolo
2021-03-27,7.0,1408.0,Yolo
2021-03-28,5.0,1582.0,Yolo
2021-03-29,17.0,3903.0,Yolo
2021-03-30,19.0,3350.0,Yolo
2021-03-31,13.0,3815.0,Yolo
2021-04-01,17.0,2739.0,Yolo
2021-04-02,13.0,2679.0,Yolo
2021-04-03,10.0,1503.0,Yolo
2021-04-04,6.0,1007.0,Yolo
2021-04-05,21.0,3491.0,Yolo
2021-04-06,14.0,2717.0,Yolo
